,branch,variable-name,type
1845,Demand\Industrial\Water infrastructure\Industrial\CAP,Useful Energy Demand,output
1846,Demand\Industrial\Water infrastructure\Industrial\CAP,Demand Coproduction,output
1847,Demand\Industrial\Water infrastructure\Industrial\CAP,Primary Requirements: Allocated to Demands,output
1848,Demand\Industrial\Water infrastructure\Industrial\CAP,Device Stocks,output
1849,Demand\Industrial\Water infrastructure\Industrial\CAP,Device Sales,output
1850,Demand\Industrial\Water infrastructure\Industrial\CAP,Device Retirements,output
1851,Demand\Industrial\Water infrastructure\Industrial\CAP,Vehicle mileage,output
1852,Demand\Industrial\Water infrastructure\Industrial\CAP,Stock Average On-road Fuel Economy,output
1853,Demand\Industrial\Water infrastructure\Industrial\CAP,New Vehicle Rated Fuel Economy,output
1854,Demand\Industrial\Water infrastructure\Industrial\CAP,Twenty Year GWP Direct At Point of Emissions,output
1855,Demand\Industrial\Water infrastructure\Industrial\CAP,One_Hundred Year GWP Direct At Point of Emissions,output
1856,Demand\Industrial\Water infrastructure\Industrial\CAP,Five_Hundred Year GWP Direct At Point of Emissions,output
1857,Demand\Industrial\Water infrastructure\Industrial\CAP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
1858,Demand\Industrial\Water infrastructure\Industrial\CAP,One_Hundred Year GWP Indirect Allocated to Demands,output
1859,Demand\Industrial\Water infrastructure\Industrial\CAP,Pollutant Loadings,output
1860,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,Total Final Energy Consumption,output
1861,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,Energy Demand Final Units,output
1862,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,Useful Energy Demand,output
1863,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,Demand Coproduction,output
1864,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,Primary Requirements: Allocated to Demands,output
1865,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,Device Stocks,output
1866,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,Device Sales,output
1867,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,Device Retirements,output
1868,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,Vehicle mileage,output
1869,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,Stock Average On-road Fuel Economy,output
1870,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,New Vehicle Rated Fuel Economy,output
1871,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,Twenty Year GWP Direct At Point of Emissions,output
1872,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,One_Hundred Year GWP Direct At Point of Emissions,output
1873,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,Five_Hundred Year GWP Direct At Point of Emissions,output
1874,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
1875,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,One_Hundred Year GWP Indirect Allocated to Demands,output
1876,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance,Pollutant Loadings,output
1877,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Total Final Energy Consumption,output
1878,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Total Activity,output
1879,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Energy Demand Final Units,output
1880,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Useful Energy Demand,output
1881,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Demand Coproduction,output
1882,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Primary Requirements: Allocated to Demands,output
1883,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Device Stocks,output
1884,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Device Sales,output
1885,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Device Retirements,output
1886,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Vehicle mileage,output
1887,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Stock Average On-road Fuel Economy,output
1888,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,New Vehicle Rated Fuel Economy,output
1889,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Twenty Year GWP Direct At Point of Emissions,output
1890,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,One_Hundred Year GWP Direct At Point of Emissions,output
1891,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Five_Hundred Year GWP Direct At Point of Emissions,output
1892,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
1893,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,One_Hundred Year GWP Indirect Allocated to Demands,output
1894,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Mark Wilmer,Pollutant Loadings,output
1895,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Total Final Energy Consumption,output
1896,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Total Activity,output
1897,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Energy Demand Final Units,output
1898,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Useful Energy Demand,output
1899,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Demand Coproduction,output
1900,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Primary Requirements: Allocated to Demands,output
1901,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Device Stocks,output
1902,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Device Sales,output
1903,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Device Retirements,output
1904,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Vehicle mileage,output
1905,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Stock Average On-road Fuel Economy,output
1906,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,New Vehicle Rated Fuel Economy,output
1907,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Twenty Year GWP Direct At Point of Emissions,output
1908,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,One_Hundred Year GWP Direct At Point of Emissions,output
1909,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Five_Hundred Year GWP Direct At Point of Emissions,output
1910,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
1911,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,One_Hundred Year GWP Indirect Allocated to Demands,output
1912,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Bouse Hills,Pollutant Loadings,output
1913,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Total Final Energy Consumption,output
1914,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Total Activity,output
1915,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Energy Demand Final Units,output
1916,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Useful Energy Demand,output
1917,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Demand Coproduction,output
1918,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Primary Requirements: Allocated to Demands,output
1919,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Device Stocks,output
1920,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Device Sales,output
1921,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Device Retirements,output
1922,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Vehicle mileage,output
1923,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Stock Average On-road Fuel Economy,output
1924,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,New Vehicle Rated Fuel Economy,output
1925,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Twenty Year GWP Direct At Point of Emissions,output
1926,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,One_Hundred Year GWP Direct At Point of Emissions,output
1927,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Five_Hundred Year GWP Direct At Point of Emissions,output
1928,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
1929,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,One_Hundred Year GWP Indirect Allocated to Demands,output
1930,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Little Harquahala,Pollutant Loadings,output
1931,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Total Final Energy Consumption,output
1932,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Total Activity,output
1933,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Energy Demand Final Units,output
1934,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Useful Energy Demand,output
1935,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Demand Coproduction,output
1936,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Primary Requirements: Allocated to Demands,output
1937,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Device Stocks,output
1938,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Device Sales,output
1939,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Device Retirements,output
1940,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Vehicle mileage,output
1941,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Stock Average On-road Fuel Economy,output
1942,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,New Vehicle Rated Fuel Economy,output
1943,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Twenty Year GWP Direct At Point of Emissions,output
1944,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,One_Hundred Year GWP Direct At Point of Emissions,output
1945,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Five_Hundred Year GWP Direct At Point of Emissions,output
1946,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
1947,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,One_Hundred Year GWP Indirect Allocated to Demands,output
1948,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Hassayampa,Pollutant Loadings,output
1949,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Total Final Energy Consumption,output
1950,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Total Activity,output
1951,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Energy Demand Final Units,output
1952,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Useful Energy Demand,output
1953,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Demand Coproduction,output
1954,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Primary Requirements: Allocated to Demands,output
1955,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Device Stocks,output
1956,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Device Sales,output
1957,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Device Retirements,output
1958,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Vehicle mileage,output
1959,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Stock Average On-road Fuel Economy,output
1960,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,New Vehicle Rated Fuel Economy,output
1961,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Twenty Year GWP Direct At Point of Emissions,output
1962,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,One_Hundred Year GWP Direct At Point of Emissions,output
1963,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Five_Hundred Year GWP Direct At Point of Emissions,output
1964,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
1965,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,One_Hundred Year GWP Indirect Allocated to Demands,output
1966,Demand\Industrial\Water infrastructure\Industrial\CAP\Conveyance\Waddell,Pollutant Loadings,output
1967,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,Total Final Energy Consumption,output
1968,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,Energy Demand Final Units,output
1969,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,Useful Energy Demand,output
1970,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,Demand Coproduction,output
1971,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,Primary Requirements: Allocated to Demands,output
1972,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,Device Stocks,output
1973,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,Device Sales,output
1974,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,Device Retirements,output
1975,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,Vehicle mileage,output
1976,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,Stock Average On-road Fuel Economy,output
1977,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,New Vehicle Rated Fuel Economy,output
1978,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,Twenty Year GWP Direct At Point of Emissions,output
1979,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,One_Hundred Year GWP Direct At Point of Emissions,output
1980,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,Five_Hundred Year GWP Direct At Point of Emissions,output
1981,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
1982,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,One_Hundred Year GWP Indirect Allocated to Demands,output
1983,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution,Pollutant Loadings,output
1984,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Total Final Energy Consumption,output
1985,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Total Activity,output
1986,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Energy Demand Final Units,output
1987,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Useful Energy Demand,output
1988,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Demand Coproduction,output
1989,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Primary Requirements: Allocated to Demands,output
1990,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Device Stocks,output
1991,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Device Sales,output
1992,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Device Retirements,output
1993,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Vehicle mileage,output
1994,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Stock Average On-road Fuel Economy,output
1995,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,New Vehicle Rated Fuel Economy,output
1996,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Twenty Year GWP Direct At Point of Emissions,output
1997,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,One_Hundred Year GWP Direct At Point of Emissions,output
1998,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
1999,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2000,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
2001,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\White Tanks WTP,Pollutant Loadings,output
2002,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Total Final Energy Consumption,output
2003,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Total Activity,output
2004,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Energy Demand Final Units,output
2005,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Useful Energy Demand,output
2006,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Demand Coproduction,output
2007,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Primary Requirements: Allocated to Demands,output
2008,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Device Stocks,output
2009,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Device Sales,output
2010,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Device Retirements,output
2011,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Vehicle mileage,output
2012,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Stock Average On-road Fuel Economy,output
2013,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,New Vehicle Rated Fuel Economy,output
2014,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Twenty Year GWP Direct At Point of Emissions,output
2015,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,One_Hundred Year GWP Direct At Point of Emissions,output
2016,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
2017,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2018,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
2019,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Lake Pleasant WTP,Pollutant Loadings,output
2020,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Total Final Energy Consumption,output
2021,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Total Activity,output
2022,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Energy Demand Final Units,output
2023,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Useful Energy Demand,output
2024,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Demand Coproduction,output
2025,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Primary Requirements: Allocated to Demands,output
2026,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Device Stocks,output
2027,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Device Sales,output
2028,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Device Retirements,output
2029,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Vehicle mileage,output
2030,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Stock Average On-road Fuel Economy,output
2031,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,New Vehicle Rated Fuel Economy,output
2032,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Twenty Year GWP Direct At Point of Emissions,output
2033,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,One_Hundred Year GWP Direct At Point of Emissions,output
2034,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
2035,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2036,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
2037,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Glendale Pyramid WTP,Pollutant Loadings,output
2038,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Total Final Energy Consumption,output
2039,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Total Activity,output
2040,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Energy Demand Final Units,output
2041,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Useful Energy Demand,output
2042,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Demand Coproduction,output
2043,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Primary Requirements: Allocated to Demands,output
2044,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Device Stocks,output
2045,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Device Sales,output
2046,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Device Retirements,output
2047,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Vehicle mileage,output
2048,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Stock Average On-road Fuel Economy,output
2049,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,New Vehicle Rated Fuel Economy,output
2050,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Twenty Year GWP Direct At Point of Emissions,output
2051,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,One_Hundred Year GWP Direct At Point of Emissions,output
2052,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
2053,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2054,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
2055,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Phoenix Union Hills WTP,Pollutant Loadings,output
2056,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Total Final Energy Consumption,output
2057,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Total Activity,output
2058,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Energy Demand Final Units,output
2059,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Useful Energy Demand,output
2060,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Demand Coproduction,output
2061,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Primary Requirements: Allocated to Demands,output
2062,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Device Stocks,output
2063,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Device Sales,output
2064,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Device Retirements,output
2065,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Vehicle mileage,output
2066,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Stock Average On-road Fuel Economy,output
2067,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,New Vehicle Rated Fuel Economy,output
2068,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Twenty Year GWP Direct At Point of Emissions,output
2069,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,One_Hundred Year GWP Direct At Point of Emissions,output
2070,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Five_Hundred Year GWP Direct At Point of Emissions,output
2071,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
2072,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,One_Hundred Year GWP Indirect Allocated to Demands,output
2073,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Scottsdale WTP,Pollutant Loadings,output
2074,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Total Final Energy Consumption,output
2075,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Total Activity,output
2076,Demand\Industrial\Water infrastructure\Industrial\CAP\Treatment and distribution\Mesa WTP,Energy Demand Final Units,output
