WEAP Variables,,,
,branch,variable-name,type
9962,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 2 Wilt Point Depth,output
9963,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 2 Field Capacity Depth,output
9964,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 2 Maximum Saturation Depth,output
9965,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 2 Current Saturation Depth,output
9966,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 1 Readily Available Water Depth,output
9967,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 1 Wilt Point,output
9968,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 1 Field Capacity,output
9969,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 1 Maximum Saturation,output
9970,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 1 Readily Available Water,output
9971,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 1 Current Saturation,output
9972,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 2 Wilt Point,output
9973,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 2 Field Capacity,output
9974,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 2 Maximum Saturation,output
9975,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Bucket 2 Current Saturation,output
9976,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Irrigation Daily,output
9977,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Decrease in Soil Moisture Daily,output
9978,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Increase in Soil Moisture Daily,output
9979,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Surface Runoff Daily,output
9980,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Flow to Groundwater Daily,output
9981,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Daily Evaporation,output
9982,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Daily Transpiration,output
9983,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Decrease in Soil Moisture,output
9984,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Increase in Soil Moisture,output
9985,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Decrease in Surface Storage,output
9986,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Increase in Surface Storage,output
9987,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Daily Flow Through Release,output
9988,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Decrease in Surface Storage Daily,output
9989,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Increase in Surface Storage Daily,output
9990,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Theoretical Catchment Irrigation Demand,output
9991,Demand Sites and Catchments\Roosevelt_Water_Consertation\Corn_silage,Annual Theoretical Catchment Irrigation Shortfall,output
9992,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Water Demand,output
9993,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Supply Requirement,output
9994,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,ET Actual,output
9995,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,ET Actual Depth Daily,output
9996,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Area Calculated,output
9997,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Evapotranspiration,output
9998,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Flow to Groundwater,output
9999,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,ET Potential Depth Daily,output
10000,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Daily Kc Potential,output
10001,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Daily Kc Actual,output
10002,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Annual Crop Production,output
10003,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Annual Market Value,output
10004,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Surface Runoff,output
10005,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Irrigation,output
10006,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 1 Wilt Point Depth,output
10007,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 1 Field Capacity Depth,output
10008,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 1 Maximum Saturation Depth,output
10009,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 1 Current Saturation Depth,output
10010,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 2 Wilt Point Depth,output
10011,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 2 Field Capacity Depth,output
10012,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 2 Maximum Saturation Depth,output
10013,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 2 Current Saturation Depth,output
10014,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 1 Readily Available Water Depth,output
10015,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 1 Wilt Point,output
10016,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 1 Field Capacity,output
10017,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 1 Maximum Saturation,output
10018,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 1 Readily Available Water,output
10019,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 1 Current Saturation,output
10020,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 2 Wilt Point,output
10021,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 2 Field Capacity,output
10022,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 2 Maximum Saturation,output
10023,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Bucket 2 Current Saturation,output
10024,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Irrigation Daily,output
10025,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Decrease in Soil Moisture Daily,output
10026,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Increase in Soil Moisture Daily,output
10027,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Surface Runoff Daily,output
10028,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Flow to Groundwater Daily,output
10029,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Daily Evaporation,output
10030,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Daily Transpiration,output
10031,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Decrease in Soil Moisture,output
10032,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Increase in Soil Moisture,output
10033,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Decrease in Surface Storage,output
10034,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Increase in Surface Storage,output
10035,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Daily Flow Through Release,output
10036,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Decrease in Surface Storage Daily,output
10037,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Increase in Surface Storage Daily,output
10038,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Theoretical Catchment Irrigation Demand,output
10039,Demand Sites and Catchments\Roosevelt_Water_Consertation\VegFruit,Annual Theoretical Catchment Irrigation Shortfall,output
10040,Demand Sites and Catchments\Municipal,Water Demand,output
10041,Demand Sites and Catchments\Municipal,Supply Requirement,output
10042,Demand Sites and Catchments\Municipal,Total Node Inflow,output
10043,Demand Sites and Catchments\Municipal,Coverage,output
10044,Demand Sites and Catchments\Municipal,Supply Delivered,output
10045,Demand Sites and Catchments\Municipal,Unmet Demand,output
10046,Demand Sites and Catchments\Municipal,Reliability,output
10047,Demand Sites and Catchments\Municipal,Total Node Outflow,output
10048,Demand Sites and Catchments\Municipal,Net Benefit,output
10049,Demand Sites and Catchments\Municipal,Net Present Value,output
10050,Demand Sites and Catchments\Municipal,Failure Events,output
10051,Demand Sites and Catchments\Municipal,Pumping Reduction by Demand Site,output
10052,Demand Sites and Catchments\Queen_Creek,Water Demand,output
10053,Demand Sites and Catchments\Queen_Creek,Supply Requirement,output
10054,Demand Sites and Catchments\Queen_Creek,Total Node Inflow,output
10055,Demand Sites and Catchments\Queen_Creek,Coverage,output
10056,Demand Sites and Catchments\Queen_Creek,Supply Delivered,output
10057,Demand Sites and Catchments\Queen_Creek,Unmet Demand,output
10058,Demand Sites and Catchments\Queen_Creek,Reliability,output
10059,Demand Sites and Catchments\Queen_Creek,Total Node Outflow,output
10060,Demand Sites and Catchments\Queen_Creek,ET Actual,output
10061,Demand Sites and Catchments\Queen_Creek,Observed Precipitation,output
10062,Demand Sites and Catchments\Queen_Creek,ET Actual Depth Daily,output
10063,Demand Sites and Catchments\Queen_Creek,Area Calculated,output
10064,Demand Sites and Catchments\Queen_Creek,Irrigation Return Flow Fraction to SW,output
10065,Demand Sites and Catchments\Queen_Creek,Evapotranspiration,output
10066,Demand Sites and Catchments\Queen_Creek,Flow to Groundwater,output
10067,Demand Sites and Catchments\Queen_Creek,Irrigation Return Flow Fraction to GW,output
10068,Demand Sites and Catchments\Queen_Creek,Net Benefit,output
10069,Demand Sites and Catchments\Queen_Creek,Net Present Value,output
10070,Demand Sites and Catchments\Queen_Creek,Failure Events,output
10071,Demand Sites and Catchments\Queen_Creek,Reference PET Daily,output
10072,Demand Sites and Catchments\Queen_Creek,ET Potential Depth Daily,output
10073,Demand Sites and Catchments\Queen_Creek,Daily Kc Potential,output
10074,Demand Sites and Catchments\Queen_Creek,Daily Kc Actual,output
10075,Demand Sites and Catchments\Queen_Creek,Annual Crop Production,output
10076,Demand Sites and Catchments\Queen_Creek,Annual Market Value,output
10077,Demand Sites and Catchments\Queen_Creek,Solar Radiation Daily,output
10078,Demand Sites and Catchments\Queen_Creek,Surface Runoff,output
10079,Demand Sites and Catchments\Queen_Creek,Irrigation,output
10080,Demand Sites and Catchments\Queen_Creek,Bucket 1 Wilt Point Depth,output
10081,Demand Sites and Catchments\Queen_Creek,Bucket 1 Field Capacity Depth,output
10082,Demand Sites and Catchments\Queen_Creek,Bucket 1 Maximum Saturation Depth,output
10083,Demand Sites and Catchments\Queen_Creek,Bucket 1 Current Saturation Depth,output
10084,Demand Sites and Catchments\Queen_Creek,Bucket 2 Wilt Point Depth,output
10085,Demand Sites and Catchments\Queen_Creek,Bucket 2 Field Capacity Depth,output
10086,Demand Sites and Catchments\Queen_Creek,Bucket 2 Maximum Saturation Depth,output
10087,Demand Sites and Catchments\Queen_Creek,Bucket 2 Current Saturation Depth,output
10088,Demand Sites and Catchments\Queen_Creek,Bucket 1 Readily Available Water Depth,output
10089,Demand Sites and Catchments\Queen_Creek,Bucket 1 Wilt Point,output
10090,Demand Sites and Catchments\Queen_Creek,Bucket 1 Field Capacity,output
10091,Demand Sites and Catchments\Queen_Creek,Bucket 1 Maximum Saturation,output
10092,Demand Sites and Catchments\Queen_Creek,Bucket 1 Readily Available Water,output
10093,Demand Sites and Catchments\Queen_Creek,Bucket 1 Current Saturation,output
10094,Demand Sites and Catchments\Queen_Creek,Bucket 2 Wilt Point,output
10095,Demand Sites and Catchments\Queen_Creek,Bucket 2 Field Capacity,output
10096,Demand Sites and Catchments\Queen_Creek,Bucket 2 Maximum Saturation,output
10097,Demand Sites and Catchments\Queen_Creek,Bucket 2 Current Saturation,output
10098,Demand Sites and Catchments\Queen_Creek,Irrigation Daily,output
10099,Demand Sites and Catchments\Queen_Creek,Decrease in Soil Moisture Daily,output
10100,Demand Sites and Catchments\Queen_Creek,Increase in Soil Moisture Daily,output
10101,Demand Sites and Catchments\Queen_Creek,Surface Runoff Daily,output
10102,Demand Sites and Catchments\Queen_Creek,Flow to Groundwater Daily,output
10103,Demand Sites and Catchments\Queen_Creek,Daily Evaporation,output
10104,Demand Sites and Catchments\Queen_Creek,Daily Transpiration,output
10105,Demand Sites and Catchments\Queen_Creek,Decrease in Soil Moisture,output
10106,Demand Sites and Catchments\Queen_Creek,Increase in Soil Moisture,output
10107,Demand Sites and Catchments\Queen_Creek,Decrease in Surface Storage,output
10108,Demand Sites and Catchments\Queen_Creek,Increase in Surface Storage,output
10109,Demand Sites and Catchments\Queen_Creek,Daily Flow Through Release,output
10110,Demand Sites and Catchments\Queen_Creek,Decrease in Surface Storage Daily,output
10111,Demand Sites and Catchments\Queen_Creek,Increase in Surface Storage Daily,output
10112,Demand Sites and Catchments\Queen_Creek,Theoretical Catchment Irrigation Demand,output
10113,Demand Sites and Catchments\Queen_Creek,Annual Theoretical Catchment Irrigation Shortfall,output
10114,Demand Sites and Catchments\Queen_Creek,Pumping Reduction by Demand Site,output
10115,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Water Demand,output
10116,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Supply Requirement,output
10117,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,ET Actual,output
10118,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,ET Actual Depth Daily,output
10119,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Area Calculated,output
10120,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Evapotranspiration,output
10121,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Flow to Groundwater,output
10122,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,ET Potential Depth Daily,output
10123,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Daily Kc Potential,output
10124,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Daily Kc Actual,output
10125,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Annual Crop Production,output
10126,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Annual Market Value,output
10127,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Surface Runoff,output
10128,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Irrigation,output
10129,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 1 Wilt Point Depth,output
10130,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 1 Field Capacity Depth,output
10131,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 1 Maximum Saturation Depth,output
10132,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 1 Current Saturation Depth,output
10133,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 2 Wilt Point Depth,output
10134,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 2 Field Capacity Depth,output
10135,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 2 Maximum Saturation Depth,output
10136,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 2 Current Saturation Depth,output
10137,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 1 Readily Available Water Depth,output
10138,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 1 Wilt Point,output
10139,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 1 Field Capacity,output
10140,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 1 Maximum Saturation,output
10141,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 1 Readily Available Water,output
10142,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 1 Current Saturation,output
10143,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 2 Wilt Point,output
10144,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 2 Field Capacity,output
10145,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 2 Maximum Saturation,output
10146,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Bucket 2 Current Saturation,output
10147,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Irrigation Daily,output
10148,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Decrease in Soil Moisture Daily,output
10149,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Increase in Soil Moisture Daily,output
10150,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Surface Runoff Daily,output
10151,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Flow to Groundwater Daily,output
10152,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Daily Evaporation,output
10153,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Daily Transpiration,output
10154,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Decrease in Soil Moisture,output
10155,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Increase in Soil Moisture,output
10156,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Decrease in Surface Storage,output
10157,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Increase in Surface Storage,output
10158,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Daily Flow Through Release,output
10159,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Decrease in Surface Storage Daily,output
10160,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Increase in Surface Storage Daily,output
10161,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Theoretical Catchment Irrigation Demand,output
10162,Demand Sites and Catchments\Queen_Creek\Alfalfa_hay,Annual Theoretical Catchment Irrigation Shortfall,output
10163,Demand Sites and Catchments\Queen_Creek\Corn_grain,Water Demand,output
10164,Demand Sites and Catchments\Queen_Creek\Corn_grain,Supply Requirement,output
10165,Demand Sites and Catchments\Queen_Creek\Corn_grain,ET Actual,output
10166,Demand Sites and Catchments\Queen_Creek\Corn_grain,ET Actual Depth Daily,output
10167,Demand Sites and Catchments\Queen_Creek\Corn_grain,Area Calculated,output
10168,Demand Sites and Catchments\Queen_Creek\Corn_grain,Evapotranspiration,output
10169,Demand Sites and Catchments\Queen_Creek\Corn_grain,Flow to Groundwater,output
10170,Demand Sites and Catchments\Queen_Creek\Corn_grain,ET Potential Depth Daily,output
10171,Demand Sites and Catchments\Queen_Creek\Corn_grain,Daily Kc Potential,output
10172,Demand Sites and Catchments\Queen_Creek\Corn_grain,Daily Kc Actual,output
10173,Demand Sites and Catchments\Queen_Creek\Corn_grain,Annual Crop Production,output
10174,Demand Sites and Catchments\Queen_Creek\Corn_grain,Annual Market Value,output
10175,Demand Sites and Catchments\Queen_Creek\Corn_grain,Surface Runoff,output
10176,Demand Sites and Catchments\Queen_Creek\Corn_grain,Irrigation,output
10177,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 1 Wilt Point Depth,output
10178,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 1 Field Capacity Depth,output
10179,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 1 Maximum Saturation Depth,output
10180,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 1 Current Saturation Depth,output
10181,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 2 Wilt Point Depth,output
10182,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 2 Field Capacity Depth,output
10183,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 2 Maximum Saturation Depth,output
10184,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 2 Current Saturation Depth,output
10185,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 1 Readily Available Water Depth,output
10186,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 1 Wilt Point,output
10187,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 1 Field Capacity,output
10188,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 1 Maximum Saturation,output
10189,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 1 Readily Available Water,output
10190,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 1 Current Saturation,output
10191,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 2 Wilt Point,output
10192,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 2 Field Capacity,output
10193,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 2 Maximum Saturation,output
10194,Demand Sites and Catchments\Queen_Creek\Corn_grain,Bucket 2 Current Saturation,output
10195,Demand Sites and Catchments\Queen_Creek\Corn_grain,Irrigation Daily,output
10196,Demand Sites and Catchments\Queen_Creek\Corn_grain,Decrease in Soil Moisture Daily,output
10197,Demand Sites and Catchments\Queen_Creek\Corn_grain,Increase in Soil Moisture Daily,output
10198,Demand Sites and Catchments\Queen_Creek\Corn_grain,Surface Runoff Daily,output
10199,Demand Sites and Catchments\Queen_Creek\Corn_grain,Flow to Groundwater Daily,output
10200,Demand Sites and Catchments\Queen_Creek\Corn_grain,Daily Evaporation,output
10201,Demand Sites and Catchments\Queen_Creek\Corn_grain,Daily Transpiration,output
10202,Demand Sites and Catchments\Queen_Creek\Corn_grain,Decrease in Soil Moisture,output
10203,Demand Sites and Catchments\Queen_Creek\Corn_grain,Increase in Soil Moisture,output
10204,Demand Sites and Catchments\Queen_Creek\Corn_grain,Decrease in Surface Storage,output
10205,Demand Sites and Catchments\Queen_Creek\Corn_grain,Increase in Surface Storage,output
10206,Demand Sites and Catchments\Queen_Creek\Corn_grain,Daily Flow Through Release,output
10207,Demand Sites and Catchments\Queen_Creek\Corn_grain,Decrease in Surface Storage Daily,output
10208,Demand Sites and Catchments\Queen_Creek\Corn_grain,Increase in Surface Storage Daily,output
10209,Demand Sites and Catchments\Queen_Creek\Corn_grain,Theoretical Catchment Irrigation Demand,output
10210,Demand Sites and Catchments\Queen_Creek\Corn_grain,Annual Theoretical Catchment Irrigation Shortfall,output
10211,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Water Demand,output
10212,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Supply Requirement,output
10213,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,ET Actual,output
10214,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,ET Actual Depth Daily,output
10215,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Area Calculated,output
10216,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Evapotranspiration,output
10217,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Flow to Groundwater,output
10218,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,ET Potential Depth Daily,output
10219,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Daily Kc Potential,output
10220,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Daily Kc Actual,output
10221,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Annual Crop Production,output
10222,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Annual Market Value,output
10223,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Surface Runoff,output
10224,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Irrigation,output
10225,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 1 Wilt Point Depth,output
10226,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 1 Field Capacity Depth,output
10227,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 1 Maximum Saturation Depth,output
10228,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 1 Current Saturation Depth,output
10229,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 2 Wilt Point Depth,output
10230,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 2 Field Capacity Depth,output
10231,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 2 Maximum Saturation Depth,output
10232,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 2 Current Saturation Depth,output
10233,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 1 Readily Available Water Depth,output
10234,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 1 Wilt Point,output
10235,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 1 Field Capacity,output
10236,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 1 Maximum Saturation,output
10237,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 1 Readily Available Water,output
10238,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 1 Current Saturation,output
10239,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 2 Wilt Point,output
10240,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 2 Field Capacity,output
10241,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 2 Maximum Saturation,output
10242,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Bucket 2 Current Saturation,output
10243,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Irrigation Daily,output
10244,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Decrease in Soil Moisture Daily,output
10245,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Increase in Soil Moisture Daily,output
10246,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Surface Runoff Daily,output
10247,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Flow to Groundwater Daily,output
10248,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Daily Evaporation,output
10249,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Daily Transpiration,output
10250,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Decrease in Soil Moisture,output
10251,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Increase in Soil Moisture,output
10252,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Decrease in Surface Storage,output
10253,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Increase in Surface Storage,output
10254,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Daily Flow Through Release,output
10255,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Decrease in Surface Storage Daily,output
10256,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Increase in Surface Storage Daily,output
10257,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Theoretical Catchment Irrigation Demand,output
10258,Demand Sites and Catchments\Queen_Creek\Durum_Wheat,Annual Theoretical Catchment Irrigation Shortfall,output
10259,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Water Demand,output
10260,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Supply Requirement,output
10261,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,ET Actual,output
10262,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,ET Actual Depth Daily,output
10263,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Area Calculated,output
10264,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Evapotranspiration,output
10265,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Flow to Groundwater,output
10266,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,ET Potential Depth Daily,output
10267,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Daily Kc Potential,output
10268,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Daily Kc Actual,output
10269,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Annual Crop Production,output
10270,Demand Sites and Catchments\Queen_Creek\Sorghum_grain,Annual Market Value,output
